high_school,high_school_name,zip,county,students_9_to_12,ec_own_ses_hs,ec_own_ses_se_hs,ec_parent_ses_hs,ec_parent_ses_se_hs,ec_high_own_ses_hs,ec_high_own_ses_se_hs,ec_high_parent_ses_hs,ec_high_parent_ses_se_hs,exposure_own_ses_hs,exposure_parent_ses_hs,bias_own_ses_hs,bias_parent_ses_hs,bias_high_own_ses_hs,bias_high_parent_ses_hs,clustering_hs,volunteering_rate_hs
300480000118,Bridger HS,59014,30009,60,,,,,,,,,,,,,,,.73032725,.072251022
300486000119,Powder River Co Dist HS,59317,30075,69,.99388999,.088420004,,,1.06937,.08636,,,.97860998,,-.01561,,-.092739999,,.67611998,.041189998
300498000123,Broadwater HS,59644,30007,227,.90381002,.065009996,.69738001,.07017,1.1245,.062770002,.77689999,.074089997,.83126998,.71632999,-.08726,.026459999,-.35273999,-.084550001,.62178999,.035879999
300519000136,Browning HS,59417,30035,576,.27728,.029929999,.57779002,.059459999,.44806001,.040139999,.65788001,.064659998,.26614001,.54623997,-.04183,-.05776,-.68352002,-.20437001,.42896,.077310003
300531000156,Butte HS,59701,30093,1206,.69138002,.028659999,.81343001,.03469,1.1310101,.029309999,.94226003,.035330001,.77193999,.85627002,.10436,.050030001,-.46516001,-.10042,.37630001,.04989
300611000175,St Ignatius HS,59865,30047,138,,,,,,,,,,,,,,,.66139156,.08825966
300611500177,Charlo HS,59824,30047,94,,,,,,,,,,,,,,,.66598451,.04798862
300627000182,Chinook HS,59523,30005,106,.84903997,.08433,,,1.06692,.087640002,,,.85754001,,.0099099996,,-.24415,,.68119001,.066079997
300633000184,Choteau HS,59422,30099,123,1.04958,.076559998,,,1.2299401,.073469996,,,1.01342,,-.035689998,,-.21365,,.70068002,.055690002
300681000187,Circle HS,59215,30055,66,,,,,,,,,,,,,,,.74098688,.049277298
300708000194,Colstrip HS,59323,30087,183,1.18261,.0682,1.07506,.084749997,1.30068,.065679997,1.1858799,.080990002,1.16123,1.09073,-.018409999,.01437,-.12009,-.087229997,.58464998,.054990001
300714000203,Columbia Falls HS,59912,30029,621,.67894,.037939999,.64137,.04109,.92378002,.040180001,.73580003,.044550002,.68009001,.65693998,.0016899999,.023709999,-.35832,-.12003,.44699001,.040490001
300720000205,Columbus HS,59019,30095,218,1.24727,.0647,1.05018,.072789997,1.3722301,.059599999,1.04032,.072729997,1.18195,1.0087,-.055259999,-.041129999,-.16099,-.031339999,.62431002,.05187
300732000210,Conrad HS,59425,30073,143,.99983001,.066749997,.95924997,.07818,1.16971,.066299997,.97530001,.080420002,.93555999,.95853001,-.068709999,-.00075000001,-.25027999,-.01749,.63563001,.06842
300741000215,Corvallis HS,59828,30081,493,.91750997,.061939999,.83860999,.078210004,1.12596,.061670002,.86096001,.082330003,.88814998,.84372997,-.033050001,.0060700001,-.26776001,-.02042,.49465001,.05525
300786000225,Culbertson HS,59218,30085,74,,,,,,,,,,,,,,,.71558511,.03530778
300793000226,Custer Co District HS,59301,30017,529,1.0305099,.04284,1.0521899,.049520001,1.3101799,.038789999,1.11507,.049229998,1.05708,1.0545599,.02513,.0022499999,-.23943999,-.057379998,.50231999,.035950001
300819000236,Cut Bank HS,59427,30035,150,.79012001,.066820003,.91531003,.088930003,1.1106499,.069559999,.96407002,.090640001,.80159003,.90177,.01431,-.01501,-.38556001,-.069080003,.58011001,.062350001
300828000238,Darby HS,59829,30081,104,.73868001,.094290003,,,.94528002,.10534,,,.73136002,,-.01001,,-.29249001,,.64736998,.083140001
300834000240,Dawson HS,59330,30021,361,1.26482,.05088,1.10847,.061949998,1.4499,.04391,1.15809,.060059998,1.22928,1.09053,-.02891,-.016450001,-.17947,-.061960001,.57827002,.062150002
300993000277,Ennis HS,59729,30057,110,,,,,,,,,,,,,,,.71742409,.030743435
301017000281,Fairfield HS,59436,30099,104,1.15637,.099540003,,,1.27133,.095909998,,,1.10919,,-.042539999,,-.14618,,.70569003,.02049
301029000284,Fairview HS,59221,30083,119,,,,,,,,,,,,,,,.70231217,.039070357
301053000287,Fergus HS,59457,30027,348,.92325997,.048519999,.79170001,.057569999,1.19182,.04628,.85838997,.060619999,.94097,.80447,.018820001,.015869999,-.26659,-.067029998,.54145998,.052689999
301110000301,Florence-Carlton HS,59833,30081,252,.95276999,.066880003,.98869002,.080909997,1.13114,.06611,.98335999,.078989998,.96455997,.96319997,.01223,-.02647,-.1727,-.02093,.62281001,.043749999
301119000304,Forsyth HS,59327,30087,107,1.17185,.09014,,,1.3456399,.082280003,,,1.10138,,-.063989997,,-.22178,,.64660001,.021749999
301126000307,Fort Benton HS,59442,30015,94,1.04162,.095810004,,,1.2565,.096919999,,,1.10997,,.06157,,-.13201,,.65995002,.06566
301152000313,Frenchtown HS,59834,30063,412,.95165998,.054230001,.87023997,.064400002,1.11566,.053309999,.95694,.070840001,.90214002,.86527997,-.054889999,-.0057299999,-.23668,-.10593,.54819,.055489998
301185000322,Gardiner HS,59030,30067,66,,,,,,,,,,,,,,,.73450625,.081293248
301242000343,Glasgow HS,59230,30105,262,1.38142,.05745,1.00015,.067809999,1.53149,.048659999,1.05415,.067769997,1.34044,.97558999,-.03057,-.025180001,-.14252999,-.080519997,.61005998,.076849997
301305000379,C M Russell HS,59404,30013,1411,.99649,.03246,1.0521899,.036479998,1.27693,.03067,1.12562,.035730001,1.01059,1.0501,.01395,-.00199,-.26356,-.07192,.38885999,.052820001
301305000380,Great Falls HS,59405,30013,1444,.76261002,.031330001,.81788999,.03461,1.21056,.029759999,.94954997,.036499999,.85114002,.85244,.10401,.040520001,-.42229,-.11393,.34311,.045650002
301326000389,Hamilton HS,59840,30081,486,.8714,.047510002,.84661001,.0572,1.21179,.044360001,.93251997,.058820002,.91079998,.83323997,.043260001,-.01605,-.33047,-.11914,.48572001,.054900002
301334000397,Hardin HS,59034,30003,508,.54439998,.04276,.88138998,.065269999,.90963,.053309999,.98269999,.065300003,.57871997,.85934001,.059300002,-.025660001,-.57178998,-.14353999,.47691,.045000002
301340000400,Harlem HS,59526,30005,137,,,,,,,,,,,,,,,.53045559,.027279347
301347000402,Harlowton HS,59036,30107,70,1.18358,.095430002,,,1.2625,.091159999,,,1.10241,,-.073629998,,-.14522,,.71248001,.12964
301359000411,Havre HS,59501,30041,539,.82271999,.04197,.95190001,.04933,1.10307,.041850001,1.04397,.048689999,.82385999,.92471999,.00139,-.02939,-.3389,-.12895,.46089,.04843
301383000429,Capital HS,59601,30049,1357,1.09198,.033429999,.98097003,.03675,1.35261,.0298,1.04836,.036800001,1.1112601,.96972001,.017349999,-.01161,-.21719,-.081100002,.39723,.061000001
301383000430,Helena HS,59601,30049,1523,.88204002,.033130001,.90161997,.03506,1.3202699,.028340001,1.00712,.035289999,.98236001,.93492001,.10213,.03562,-.34397,-.077229999,.3563,.073370002
301464000449,Hot Springs HS,59845,30089,74,,,,,,,,,,,,,,,.7372719,.028555943
301470000452,Huntley Project HS,59088,30111,259,1.1851799,.063309997,1.03792,.082269996,1.3372,.059160002,1.02723,.081519999,1.10394,1.00866,-.073590003,-.02901,-.2113,-.018409999,.62133002,.052680001
301512000461,Jefferson HS,59632,30043,261,.99554998,.086280003,,,1.19565,.081770003,,,.96433002,,-.03238,,-.23987,,.61671001,.036520001
301526000464,Joliet HS,59041,30009,114,1.1406699,.082780004,,,1.19901,.078919999,,,1.07862,,-.057530001,,-.11161,,.67816001,.04716
301542000358,Glacier HS,59901,30029,1367,1.0499099,.042709999,.86296999,.0471,1.2470599,.03847,.96907997,.04851,1.01809,.88502997,-.031259999,.02493,-.22490001,-.094970003,.40702,.048220001
301542000470,Flathead HS,59901,30029,1529,.78614998,.03255,.81529999,.035569999,1.24654,.03005,.88051999,.036219999,.87606001,.81914002,.10263,.0046899999,-.42289001,-.074929997,.3328,.063929997
301623000501,Laurel HS,59044,30111,635,1.07318,.044130001,.99668998,.049860001,1.29728,.039439999,1.02355,.04927,1.08228,.98373002,.0084100002,-.01318,-.19866,-.040479999,.50796002,.05153
301653000518,Libby HS,59923,30053,359,.68172997,.044160001,.56172001,.049419999,.92979997,.047510002,.58401,.051350001,.71546,.58380002,.047139999,.037829999,-.29958999,-.00036000001,.49660999,.04862
301677000521,Lincoln Co HS,59917,30053,291,.82975,.061269999,.61111999,.066229999,1.01711,.062749997,.67569,.072889999,.82490999,.61896998,-.00587,.01267,-.233,-.091640003,.58222997,.068230003
301704000534,Lodge Grass HS,59050,30003,133,,,,,,,,,,,,,,,.52045429,.040324837
301758000546,Malta HS,59538,30071,137,1.02458,.067680001,,,1.1919399,.063720003,,,.98281997,,-.042490002,,-.21278,,.67913002,.037149999
301764000548,Manhattan HS,59741,30031,256,1.19067,.093989998,,,1.35949,.085869998,,,1.12431,,-.059020001,,-.20917,,.65525001,.065470003
301854000562,Hellgate HS,59801,30063,1183,.89709997,.036990002,.93417001,.041359998,1.29998,.034430001,1.1320699,.041900001,.96916997,1.01744,.074359998,.08185,-.34132999,-.11266,.39135,.088380001
301854000563,Seeley-Swan HS,59868,30063,99,.81879002,.095179997,,,1.00308,.097429998,,,.79044002,,-.035870001,,-.26901999,,.67395002,.024219999
301854000564,Sentinel HS,59801,30063,1243,1.07886,.037919998,1.0746599,.039390001,1.3563,.033020001,1.1275001,.038660001,1.09319,1.05893,.01311,-.01485,-.24067999,-.064750001,.43200001,.055360001
301854000824,Big Sky HS,59804,30063,1112,.82964998,.037110001,.82265002,.041850001,1.1709,.035100002,.95469999,.042789999,.89003998,.86378002,.067850001,.047619998,-.31556001,-.10527,.39840999,.052480001
301950000600,Noxon HS,59853,30089,65,,,,,,,,,,,,,,,.6998511,.042732868
302007000610,Park City HS,59063,30095,95,,,,,,,,,,,,,,,.72887564,.067434579
302010000611,Park HS,59047,30067,447,.89372998,.047680002,.73512,.05297,1.17309,.04597,.78582001,.053679999,.91584998,.74199998,.02416,.0092700003,-.28086999,-.05906,.50964999,.093319997
302085000623,Plains HS,59859,30089,117,.81181002,.079470001,,,1.00415,.08083,,,.80427998,,-.0093599996,,-.24851,,.59446001,.057289999
302096000626,Plentywood HS,59254,30091,86,1.2374001,.080870003,1.0597301,.093960002,1.39082,.075479999,1.07226,.094609998,1.21529,1.0621001,-.018200001,.00223,-.14444,-.0095699998,.68045002,.059640002
302109000633,Polson HS,59860,30047,471,.89008999,.050689999,.96358001,.066239998,1.1762201,.051150002,1.04654,.066500001,.86759001,.93798,-.02593,-.02729,-.35573,-.11575,.52024001,.04487
302127000638,Poplar HS,59255,30085,223,.31371,.046130002,,,.73826998,.069030002,,,.36967,,.15138,,-.9971,,.46401,.043310001
302145000641,Powell County HS,59722,30077,193,.84571999,.070150003,.87436002,.083420001,1.03614,.068980001,.89398003,.085720003,.82120001,.88450998,-.029859999,.01147,-.26175001,-.01071,.61035001,.046739999
302211000655,Red Lodge HS,59068,30009,161,1.18955,.075669996,.96823001,.087059997,1.41787,.065200001,.96458,.086130001,1.25432,.93703997,.05164,-.033289999,-.13039,-.02939,.62410003,.069260001
302280000670,Ronan HS,59864,30047,345,.52002001,.052049998,.71034002,.068839997,.72555,.060139999,.77332002,.074879996,.54721999,.70868999,.049699999,-.00233,-.32587999,-.091200002,.51889002,.049120001
302307000675,Roundup HS,59072,30065,166,.89595997,.078950003,,,1.17036,.076959997,,,.86262,,-.038660001,,-.35676,,.61286002,.05201
302367000688,Scobey HS,59263,30019,85,,,,,,,,,,,,,,,.71055394,.019415267
302391000694,Shelby HS,59474,30101,119,.88581997,.075939998,,,1.1178,.076159999,,,.88075,,-.0057600001,,-.26914999,,.65675002,.050760001
302397000696,Shepherd HS,59079,30111,258,1.1936001,.068209998,1.0398901,.085919999,1.28783,.065410003,1.09075,.084200002,1.14062,1.00685,-.04645,-.032809999,-.12906,-.083329998,.57369,.03246
302423000702,Sidney HS,59270,30083,387,1.30698,.046999998,1.16752,.058200002,1.51983,.039439999,1.23745,.054869998,1.30079,1.16614,-.0047599999,-.00118,-.16839001,-.061149999,.54927999,.038630001
302433000704,Simms HS,59477,30013,101,1.02716,.096430004,,,1.1411999,.090389997,,,.96907997,,-.05993,,-.17761,,.6943,.079829998
302505000720,Stevensville HS,59870,30081,389,.86122,.052579999,.79057002,.06202,1.15337,.054310001,.81351,.06188,.88762999,.77693999,.029759999,-.01754,-.29938,-.047060002,.50822997,.034400001
302532000726,Sunburst HS,59482,30101,54,,,,,,,,,,,,,,,.81650126,.03449741
302547000729,Superior HS,59872,30061,73,.80988997,.090620004,,,.96248001,.091700003,,,.79058999,,-.024420001,,-.21742,,.65684003,.019959999
302556000732,Sweet Grass Co HS,59011,30097,163,1.19169,.084349997,,,1.34641,.080940001,,,1.16018,,-.02716,,-.16052,,.61554998,.054280002
302610000738,Thompson Falls HS,59873,30089,176,.72592998,.074380003,,,.93403,.076959997,,,.73066002,,.0064699999,,-.27833,,.57108003,.046179999
302619000741,Three Forks HS,59752,30031,195,.95485002,.075989999,.86813003,.09093,1.07701,.072669998,.86602998,.095320001,.90533,.88387001,-.05469,.0178,-.18963,.02018,.59777999,.040130001
302658000749,Troy HS,59935,30053,120,.68277001,.078479998,,,.87391001,.081730001,,,.69248003,,.01402,,-.26199001,,.59135002,.03018
302673000753,Twin Bridges HS,59754,30057,83,,,,,,,,,,,,,,,.72396576,.027428482
302709000759,Valier HS,59486,30073,55,,,,,,,,,,,,,,,.7369011,.08638332
302727000763,Victor HS,59875,30081,108,,,,,,,,,,,,,,,.64445072,.04472734
302763000769,West Yellowstone HS,59758,30031,67,,,,,,,,,,,,,,,.69985652,.05781487
302779000775,Whitefish HS,59937,30029,484,1.0909801,.05054,.92101997,.05663,1.3965501,.04222,.97446001,.058800001,1.16013,.94066,.059599999,.020889999,-.20378999,-.03593,.51139998,.056049999
302784000778,Whitehall HS,59759,30043,136,1.11063,.088420004,,,1.31085,.080310002,,,1.05515,,-.052579999,,-.24234,,.60235,.062169999
302862000799,Wolf Point HS,59201,30085,216,.58222002,.05328,.89068002,.080839999,1.06081,.061730001,.99443001,.081139997,.63015997,.85873997,.076070003,-.037190001,-.68339998,-.15800001,.49660999,.03963
302877000803,White Sulphur Springs HS,59645,30059,62,,,,,,,,,,,,,,,.72430283,.089412071
302891101086,Rocky Boy HS,59521,30041,134,,,,,,,,,,,,,,,.46162707,.038294885
310000200192,David City Secondary School,68632,31023,185,1.2768199,.05768,.81626999,.065190002,1.50457,.04459,.84856999,.065789998,1.29644,.80962002,.01514,-.0082200002,-.16054,-.048110001,.56049001,.033399999
310000401122,Laurel-Concord-Coleridge HS,68745,31027,124,,,,,,,,,,,,,,,.78183061,.035010345
310000601707,West Point-Beemer HS,68788,31039,271,1.28385,.063689999,.60829997,.066699997,1.51379,.049539998,.66494,.071180001,1.3012,.59127003,.01333,-.0288,-.16338,-.1246,.61596,.06151
310000801734,Wisner-Pilger HS,68791,31039,125,1.34622,.073420003,,,1.56212,.0561,,,1.3688101,,.0165,,-.14123,,.67851001,.051430002
310001000022,Anselmo-Merna HS,68856,31041,68,,,,,,,,,,,,,,,.7912097,.024059162
310001100103,Broken Bow HS,68822,31041,231,1.14956,.06041,.78163999,.066749997,1.38844,.050969999,.80034,.069140002,1.10411,.76077002,-.041159999,-.02744,-.25751999,-.052019998,.58605999,.054719999
310001200120,Callaway HS,68825,31041,60,,,,,,,,,,,,,,,.78192061,.080759794
310001500122,Cambridge HS,69022,31065,108,,,,,,,,,,,,,,,.79430777,.037873104
310001601023,Grand Island Sr HS,68803,31079,2558,.69858003,.02805,.72214001,.030510001,1.3257101,.02358,1.01141,.032889999,.84741002,.79443997,.17564,.091009997,-.56440997,-.27311,.31457999,.0493
310001800059,Wauneta-Palisade HS,69045,31029,62,,,,,,,,,,,,,,,.7567355,.10061356
310002101699,Waverly HS,68462,31109,608,1.42293,.042399999,1.18025,.052250002,1.60479,.030859999,1.2416199,.050900001,1.38835,1.19099,-.024900001,.0090199998,-.15589,-.042509999,.60908002,.0579
310002201330,North Platte HS,69103,31111,1223,.89320999,.03283,.91854,.034359999,1.36937,.02661,1.0199,.03359,1.01521,.91850001,.12017,-.000039999999,-.34886,-.11039,.38418001,.045310002
310002401648,Sutherland HS,69165,31111,98,,,,,,,,,,,,,,,.73124593,.073287435
310002501665,Elkhorn Valley HS,68781,31119,81,,,,,,,,,,,,,,,.73316431,.03597898
310002902032,Superior Jr/Sr HS,68978,31129,129,1.21145,.078950003,,,1.39837,.072499998,,,1.18796,,-.01977,,-.17712,,.71008998,.05773
310003400035,Ashland-Greenwood HS,68003,31155,257,1.24192,.059300002,1.17483,.070819996,1.48506,.046190001,1.22214,.068980001,1.2588201,1.15043,.01343,-.02121,-.17972,-.06233,.65894997,.071139999
310004101626,Stanton HS,68779,31167,136,,,,,,,,,,,,,,,.72303742,.025790446
310006500971,Franklin Secondary School,68939,31061,109,,,,,,,,,,,,,,,.74308985,.08085046
310006601883,Silver Lake HS,68973,31001,54,,,,,,,,,,,,,,,.73712605,.023259552
310007000019,Amherst HS,68812,31019,116,,,,,,,,,,,,,,,.73417991,.046763603
310007101662,HS At Tekamah,68061,31021,172,1.2663,.085280001,,,1.45366,.067209996,,,1.27362,,.00575,,-.14136,,.66904998,.04067
310007200188,Leyton HS,69131,31033,57,,,,,,,,,,,,,,,.74976337,.044956584
310007300032,Arnold HS,69120,31041,52,,,,,,,,,,,,,,,.78836054,.0874044
310007601585,Scribner-Snyder Secondary School,68057,31053,59,,,,,,,,,,,,,,,.7505275,.030624045
310007701885,Dundy Co Stratton HS,69021,31057,104,,,,,,,,,,,,,,,.74122238,.056248989
310008000017,Alma HS,68920,31083,96,,,,,,,,,,,,,,,.74629134,.068845011
310008501624,St Paul HS,68873,31093,182,1.42926,.068520002,,,1.58477,.05923,,,1.40486,,-.01737,,-.12807,,.67961001,.040739998
310008801318,Norris HS,68358,31109,679,1.3871,.041140001,1.24391,.04716,1.58811,.032749999,1.27318,.046950001,1.40216,1.2301,.01075,-.01123,-.13260999,-.035020001,.54971999,.075099997
310008901468,Palmer Jr/Sr HS,68864,31121,99,,,,,,,,,,,,,,,.73661244,.088365972
310009000057,Bayard Secondary School,69334,31123,121,1.19955,.087540001,,,1.3465199,.079719998,,,1.14906,,-.04394,,-.17185,,.67196,.054669999
310009100990,Fullerton HS,68638,31125,99,,,,,,,,,,,,,,,.71335459,.04860251
310009500182,Crete HS,68333,31151,575,1.09324,.054200001,.70753002,.06154,1.44995,.042849999,.83467001,.066650003,1.14969,.71215999,.049109999,.0065100002,-.26115999,-.17203,.54008001,.049229998
310009600988,Friend HS,68359,31151,81,,,,,,,,,,,,,,,.75642657,.048790965
310009701274,Morrill HS,69358,31157,116,1.10089,.089939997,,,1.2229,.085649997,,,1.0422,,-.056310002,,-.17338,,.68371999,.07378
310009800999,Gering HS,69341,31157,604,1.00341,.044629999,.99285001,.04874,1.33982,.039749999,1.07797,.048450001,1.05992,.99782997,.053309999,.0049899998,-.26407999,-.080310002,.46307999,.095279999
310009901671,Centennial Jr/Sr HS,68456,31159,146,1.38983,.073519997,1.03108,.092399999,1.50429,.06171,1.06466,.092519999,1.3009,1.02344,-.068360001,-.0074700001,-.15634,-.040279999,.67155999,.076669998
310010500101,Bridgeport HS,69336,31123,150,1.10416,.083810002,,,1.31497,.075659998,,,1.11659,,.01113,,-.17767,,.6839,.05652
310010901464,Southern Valley Jr/Sr HS,68967,31065,144,1.25097,.074929997,,,1.3831199,.06397,,,1.1528701,,-.085089996,,-.19972,,.67881,.079980001
310011100470,Eustis-Farnam HS,69028,31063,58,,,,,,,,,,,,,,,.76602203,.068743557
310011200483,Lakeview HS,68601,31141,306,1.56029,.060320001,1.19256,.085969999,1.70342,.042479999,1.24113,.07756,1.52651,1.1487401,-.022129999,-.038150001,-.11589,-.080430001,.62598002,.051259998
310011400547,Logan View Jr/Sr HS,68031,31053,173,1.3627599,.06927,.82198,.078699999,1.53835,.05277,.85834002,.079599999,1.29773,.79530001,-.050110001,-.033550002,-.18542001,-.079259999,.67877001,.051929999
310011500572,North Bend Central HS,68649,31053,189,1.48039,.072169997,.90180999,.085210003,1.64658,.054170001,.90074998,.085919999,1.46301,.89332998,-.01188,-.0094900001,-.12547,-.0083100004,.73063999,.06098
310011600593,Freeman HS,68301,31067,132,,,,,,,,,,,,,,,.78605992,.045332316
310011700602,Heartland Community HS,68371,31185,98,,,,,,,,,,,,,,,.7196393,.019968491
310011800993,Fillmore Central HS,68361,31059,175,1.26385,.076200001,.92809999,.092710003,1.57573,.052359998,.93357003,.08929,1.3248399,.87598002,.04603,-.059500001,-.18938001,-.065750003,.65147001,.03847
310012200762,Sandy Creek HS,68938,31035,132,,,,,,,,,,,,,,,.71757889,.022423597
310012300815,HS Plains Community HS,68654,31143,70,,,,,,,,,,,,,,,.7743184,0
310012500744,Diller-Odell Secondary School,68415,31067,77,,,,,,,,,,,,,,,.78830516,.065049097
310012901076,Twin River Sr HS,68640,31125,125,1.46306,.074950002,,,1.53284,.067560002,,,1.36719,,-.070119999,,-.12115,,.72162998,.041930001
310013201258,Thayer Central HS,68370,31169,110,,,,,,,,,,,,,,,.71258646,.038593534
310013301344,Exeter-Milligan HS,68351,31059,56,,,,,,,,,,,,,,,.80219698,.021935396
310013401368,Wilcox-Hildreth HS,68982,31099,65,,,,,,,,,,,,,,,.7728591,.092989303
310014001419,Creek Valley HS,69129,31049,60,,,,,,,,,,,,,,,.7104556,.028657841
310014101425,Emerson-Hubbard HS,68733,31051,65,,,,,,,,,,,,,,,.69589996,.075943314
310015701827,Perkins County Jr- Sr HS,69140,31135,103,,,,,,,,,,,,,,,.73920912,.023748545
310016301772,Chase County HS,69033,31029,188,1.42489,.074680001,.94265002,.094180003,1.62047,.053550001,.95280999,.093549997,1.41071,.92496002,-.01005,-.019130001,-.14869,-.03011,.69699001,.027939999
310016501786,Douglas Co West HS,68064,31055,283,1.28663,.079259999,,,1.46506,.064499997,,,1.23536,,-.041499998,,-.18594,,.65863001,.053649999
310017001839,Gordon-Rushville HS,69343,31161,192,,,,,,,,,,,,,,,.70629454,.10489056
310017202008,West Holt HS,68713,31089,106,1.42795,.078620002,,,1.55256,.066760004,,,1.40175,,-.0187,,-.10759,,.72012001,.052700002
310017602009,Johnson Co Central HS,68450,31097,155,1.4462,.070210002,.89945,.091640003,1.52623,.057089999,.94174999,.091750003,1.31668,.88141,-.098370001,-.020470001,-.15915,-.068470001,.61747998,.058910001
310018301090,Howells Sr HS,68641,31037,104,,,,,,,,,,,,,,,.78613013,.042493094
310199201992,Elmwood-Murdock Jr/Sr HS,68407,31025,123,,,,,,,,,,,,,,,.73939538,.0598136
310277000003,Adams Central Jr/Sr HS,68901,31001,305,1.47683,.055190001,1.2403899,.065219998,1.65437,.03822,1.27951,.062369999,1.46038,1.1904401,-.01126,-.041960001,-.13283999,-.074819997,.61938,.042959999
310279000006,Ainsworth HS,69210,31017,136,1.19669,.073129997,,,1.3602999,.064709999,,,1.15855,,-.032919999,,-.17414001,,.71393001,.035840001
310282000008,Boone Central HS,68620,31011,189,1.5367399,.05294,.96411997,.078139998,1.66845,.04408,.95726001,.077610001,1.50899,.92259997,-.01839,-.044989999,-.10567,-.037560001,.68261999,.041189998
310288000010,Allen HS,68710,31051,68,,,,,,,,,,,,,,,.76318723,.056398116
310291000011,Alliance HS,69301,31013,476,1.08234,.045030002,.99655002,.052809998,1.39257,.038079999,1.07577,.050069999,1.0957201,.97071999,.01221,-.026620001,-.27090999,-.10823,.5226,.12805
310306000024,Ansley HS,68814,31041,60,,,,,,,,,,,,,,,.7020371,.046257082
310309000026,Arapahoe HS,68922,31065,90,,,,,,,,,,,,,,,.81756973,.12876607
310313000030,Arlington HS,68002,31177,215,1.52608,.061489999,1.26253,.081670001,1.63246,.046920002,1.29967,.077430002,1.46305,1.211,-.043090001,-.042550001,-.11579,-.07322,.69897002,.068549998
310333000038,Auburn HS,68305,31127,249,1.3671499,.061980002,1.02592,.07175,1.55318,.04857,1.04057,.072229996,1.35426,1.00702,-.0095199998,-.01877,-.14688,-.033319999,.63453001,.057300001
310336000044,Aurora HS,68818,31081,383,1.3753099,.051440001,1.0468,.057270002,1.62909,.03356,1.1222399,.056120001,1.3936599,1.01641,.01317,-.029899999,-.16892999,-.10412,.60324001,.049819998
310342000047,Axtell HS,68924,31099,73,,,,,,,,,,,,,,,.75551188,.10130488
310344000049,Bancroft-Rosalie Jr/Sr HS,68004,31039,82,,,,,,,,,,,,,,,.71795106,.037651736
310354000055,Battle Creek HS,68715,31119,151,1.45186,.06583,,,1.55506,.054839998,,,1.38999,,-.044509999,,-.11876,,.67732,.053169999
310360000058,Beatrice HS,68310,31067,661,1.05633,.043820001,.82804,.04541,1.49175,.03131,.92435998,.04611,1.13635,.82231998,.070419997,-.0069599999,-.31275001,-.12408,.50450999,.049970001
310381001501,Bellevue East Sr HS,68005,31153,1454,1.26867,.034109998,1.2230099,.038079999,1.5035,.026529999,1.29742,.034869999,1.26489,1.24562,-.0029899999,.01815,-.18864,-.041590001,.37444001,.053380001
310381001502,Bellevue West Sr HS,68123,31153,1680,1.4843,.032710001,1.3279001,.034219999,1.64571,.024809999,1.3789099,.033399999,1.44498,1.3423001,-.02722,.01072,-.13891999,-.027279999,.39622,.057119999
310399000078,Bennington Secondary School,68007,31055,582,1.60412,.05181,1.4952,.06134,1.69654,.036180001,1.49852,.057659999,1.5292701,1.4476399,-.048950002,-.032850001,-.10938,-.035149999,.63309002,.055259999
310402000080,Bertrand HS,68927,31137,74,,,,,,,,,,,,,,,.79684025,.058496777
310410000086,Blair HS,68008,31177,728,1.32622,.04115,1.15522,.0449,1.60691,.02734,1.2105,.0427,1.37225,1.11494,.033539999,-.03613,-.171,-.085709997,.52901,.056019999
310414000093,Bloomfield Jr/Sr HS,68718,31107,67,,,,,,,,,,,,,,,.73810041,.03647447
310420000095,Blue Hill HS,68930,31181,106,,,,,,,,,,,,,,,.75203466,.05328247
310464000112,Burwell Jr/Sr HS,68823,31071,107,1.31782,.081100002,,,1.38087,.072039999,,,1.2484601,,-.055550002,,-.10606,,.74440002,.02328
310487000126,Cedar Bluffs HS,68015,31155,83,,,,,,,,,,,,,,,.72995317,.082662359
310492000129,Central City HS,68826,31121,214,1.27719,.061379999,.90939999,.072099999,1.4620399,.052519999,.95406997,.071139999,1.2250299,.89955997,-.042569999,-.01094,-.19347,-.060600001,.62146997,.063840002
310495000137,Secondary School At Raymond,68428,31109,210,,,,,,,,,,,,,,,.73042959,.094138451
310498000138,Chadron Sr HS,69337,31045,259,1.27554,.06267,1.09817,.06961,1.48013,.0504,1.10899,.068350002,1.25474,1.06469,-.016580001,-.03145,-.17963,-.041620001,.60979998,.075199999
310516000151,Clarkson Jr/Sr HS,68629,31037,52,,,,,,,,,,,,,,,.76151299,.017373234
310534000168,Columbus HS,68602,31141,1230,1.17581,.035160001,.92211002,.039280001,1.5233901,.026110001,1.068,.038899999,1.24211,.95713001,.053369999,.036589999,-.22645,-.11584,.40206,.046
310546000173,Cozad HS,69130,31047,283,1.2752399,.058219999,.95921999,.065339997,1.53635,.041379999,1.02943,.064800002,1.24141,.94622999,-.027249999,-.01373,-.23759,-.087920003,.57266998,.03827
310552000178,Crawford HS,69339,31045,70,,,,,,,,,,,,,,,.6805352,.065889172
310555000179,Creighton Community HS,68729,31107,109,1.39487,.07282,,,1.53131,.062309999,,,1.34729,,-.035319999,,-.13658001,,.74096,.02586
310563000184,Crofton HS,68730,31107,121,,,,,,,,,,,,,,,.70647693,.045455154
310591000198,Deshler HS,68340,31169,84,,,,,,,,,,,,,,,.68867892,.0536246
310597000201,Tri County Jr/Sr HS,68341,31151,112,1.40084,.078170002,,,1.5206701,.068329997,,,1.36198,,-.02853,,-.11651,,.71834999,.05965
