college,college_name,zip,county,mean_students_per_cohort,ec_own_ses_college,ec_own_ses_se_college,ec_parent_ses_college,ec_parent_ses_se_college,ec_high_own_ses_college,ec_high_own_ses_se_college,ec_high_parent_ses_college,ec_high_parent_ses_se_college,exposure_own_ses_college,exposure_parent_ses_college,bias_own_ses_college,bias_parent_ses_college,bias_high_own_ses_college,bias_high_parent_ses_college,clustering_college,support_ratio_college,volunteering_rate_college
286600,Fashion Institute of Technology,10001,36061,1208.333333333333,1.82261,.0298,1.47322,.044380002,1.88411,.01582,1.52827,.035420001,1.8251899,1.45469,.00141,-.01273,-.032280002,-.050579999,.22156,.95779002,.05156
286700,Fulton-Montgomery Community College,12095,36057,304,1.14735,.034480002,.91951001,.04146,1.28723,.030339999,.96388,.040890001,1.1040601,.92176002,-.039209999,.0024300001,-.16590001,-.045699999,.29359001,.99356002,.068850003
286800,Hudson Valley Community College,12180,36083,1994.666666666667,1.3461699,.02265,1.11088,.026419999,1.57143,.01519,1.19118,.025189999,1.37419,1.13155,.02039,.018270001,-.14353,-.052700002,.21986,.97375,.058060002
286900,Jamestown Community College,14701,36013,810.6666666666666,1.0703599,.02643,.78360999,.031410001,1.24944,.02272,.86497003,.032979999,1.05523,.78354001,-.01434,-.000090000001,-.18404999,-.10393,.27335,.99540001,.082950003
287000,Jefferson Community College,13601,36045,677.3333333333334,1.2792701,.03077,1.03197,.038559999,1.4181499,.02478,1.08171,.03664,1.2507,1.01089,-.022840001,-.020850001,-.13388,-.07006,.26809001,.99241,.052749999
287100,Mohawk Valley Community College,13501,36065,1117,1.0328701,.02469,.88861001,.03043,1.31505,.0208,1.0007499,.03028,1.08111,.92534,.04462,.039700001,-.21639,-.081490003,.23910999,.98777002,.04888
287200,Monroe Community College,14623,36055,2785,.86167002,.0162,.95864999,.023150001,1.31598,.01482,1.1137,.02231,1.06452,1.00949,.19056,.050360002,-.23622,-.10323,.18438999,.97865999,.042970002
287300,Nassau Community College,11530,36059,4225,1.3882999,.02196,1.16134,.030470001,1.6816601,.01341,1.4306099,.02526,1.57301,1.27349,.11742,.088059999,-.069069996,-.12338,.21732999,.9598,.041549999
287400,Niagara County Community College,14132,36063,1061.666666666667,1.1837,.02533,1.00263,.03252,1.38715,.02084,1.08284,.031129999,1.21243,.99985999,.02369,-.0027699999,-.14410999,-.082989998,.23128,.98114997,.041609999
287500,Onondaga Community College,13215,36067,1512.333333333333,1.14239,.022360001,.99994999,.02801,1.44478,.017519999,1.11164,.027210001,1.2376601,1.0241899,.076980002,.023669999,-.16734,-.085380003,.21336,.97864002,.04944
287600,Orange County Community College,10940,36071,1110,1.31451,.028109999,1.21025,.036800001,1.48677,.02104,1.3028899,.032740001,1.34229,1.24568,.0207,.02844,-.10763,-.045919999,.23503,.97539002,.053780001
287700,Rockland Community College,10901,36087,1156.666666666667,1.29407,.039129999,1.28711,.05734,1.5385,.027650001,1.41474,.047180001,1.36721,1.34031,.0535,.039689999,-.12529001,-.05553,.26943001,.97847003,.041779999
287800,Suffolk County Community College,11784,36103,3799,1.36334,.01778,1.32333,.02311,1.59568,.01174,1.4359601,.019400001,1.45469,1.36274,.062799998,.02892,-.096919999,-.05373,.20325001,.97114998,.044810001
287900,Sullivan County Community College,12759,36105,316.3333333333333,1.15193,.043740001,.91115999,.06109,1.24417,.039730001,.98784,.060959999,1.11257,.87388003,-.035379998,-.042660002,-.11828,-.13041,.32793999,.99184,.0495
288000,Ulster County Community College,12484,36111,484,1.19424,.0359,1.03938,.046390001,1.3708,.029999999,1.12333,.044300001,1.2049299,1.09022,.00887,.046629999,-.13766,-.030370001,.27056,.99137002,.068729997
288100,SUNY Westchester Community College,10595,36119,1798,1.1138099,.02932,1.06099,.044709999,1.48406,.022150001,1.26187,.038630001,1.26601,1.1207,.12022,.053270001,-.17223001,-.12597001,.21245,.95120001,.03373
288200,Syracuse University,13244,36067,2556,1.56717,.020439999,1.44673,.022089999,1.88069,.0069900001,1.62295,.01461,1.77579,1.52188,.11748,.049380001,-.059069999,-.066409998,.24659,.99659002,.061810002
288300,Utica College,13502,36065,345,1.52262,.033550002,1.24059,.043749999,1.66387,.024590001,1.33143,.04064,1.50234,1.22929,-.0135,-.0091899997,-.10751,-.083080001,.31527999,.99572003,.041990001
288500,Albany College of Pharmacy and Health Sciences,12208,36001,129,1.73133,.046519998,1.3993599,.06236,1.80083,.02832,1.40399,.058570001,1.6732301,1.398,-.034729999,-.00096999999,-.07626,-.00428,.48067001,.99843001,.042440001
288900,Union College,12308,36093,484,1.83314,.019610001,1.53362,.035939999,1.88244,.01284,1.6138,.02947,1.8294801,1.5891,-.0020000001,.034910001,-.02895,-.01555,.36436999,.99949002,.082259998
289200,United States Merchant Marine Academy,11024,36059,,1.67633,.03039,1.55051,.036279999,1.745,.024730001,1.54986,.035920002,1.65318,1.55471,-.014,.0027000001,-.055539999,.00312,.48006999,.99936998,.048769999
289300,United States Military Academy,10996,36071,,1.66008,.017859999,1.48395,.02259,1.7475801,.01385,1.5047899,.021120001,1.63798,1.49949,-.01349,.01036,-.066909999,-.0035399999,.26596001,.99980003,.052730002
289400,University of Rochester,14627,36055,988.6666666666666,1.7144099,.021129999,1.4667,.027930001,1.8192101,.01192,1.53494,.023229999,1.7139699,1.4840699,-.00026,.0117,-.0614,-.034279998,.26412001,.99887002,.086429998
289500,Vassar College,12604,36027,569.3333333333334,1.84255,.02052,1.53265,.03616,1.88905,.01239,1.59322,.03104,1.83961,1.55927,-.0016,.017069999,-.02688,-.02177,.28554001,1,.15854
289600,Villa Maria College,14225,36029,,.88577998,.078110002,,,1.20437,.078089997,,,1.04053,,.14872,,-.15746,,.39186999,.97946,.058699999
289900,Wagner College,10301,36085,379.3333333333333,1.84711,.03517,1.56721,.03988,1.89877,.017209999,1.58331,.035259999,1.83693,1.54924,-.0055399998,-.0116,-.033659998,-.021989999,.38155001,.99953002,.079549998
290000,Webb Institute,11542,36059,,,,,,,,,,,,,,,,.82249641,.99879009,.046159573
290100,Wells College,13026,36011,80,1.59636,.044220001,1.16593,.064560004,1.66231,.035859998,1.15499,.061469998,1.5572799,1.1221,-.02509,-.039069999,-.067450002,-.029309999,.55502999,.99822003,.14724
290300,Yeshiva University,10033,36061,630.3333333333334,1.89293,.02365,1.63116,.045940001,1.91764,.01467,1.6614799,.03754,1.87634,1.62029,-.0088400003,-.0067099999,-.02201,-.025420001,.28011,.99685001,.0515
290500,North Carolina A & T State University,27411,37081,1535.333333333333,1.10684,.018580001,.85628003,.02671,1.33119,.01623,.90745997,.026939999,1.0693001,.84790999,-.035110001,-.0098700002,-.24491,-.07023,.20059,.98803002,.039220002
290600,Appalachian State University,28608,37189,2427.333333333333,1.49406,.01389,1.33972,.017000001,1.63542,.0092500001,1.4392999,.01476,1.47051,1.35905,-.01602,.01423,-.11215,-.059050001,.16733,.99151999,.071220003
290700,University of North Carolina at Asheville,28804,37021,499.3333333333333,1.45913,.031350002,1.3583,.040890001,1.53668,.025289999,1.3810199,.035670001,1.39157,1.31824,-.048549999,-.03039,-.10428,-.047630001,.25962001,.99267,.17863999
290800,Barton College,27893,37195,185,1.3814,.04428,1.23199,.057399999,1.48523,.037999999,1.24826,.053429998,1.27759,1.16357,-.081260003,-.058800001,-.16252001,-.072789997,.44176,.99879003,.052689999
291000,Belmont Abbey College,28012,37071,134.3333333333333,1.49844,.046009999,1.46119,.059459999,1.63379,.035409998,1.47992,.051279999,1.43843,1.3969899,-.041719999,-.045960002,-.13581,-.059360001,.43123001,.99728,.0418
291100,Bennett College,27401,37081,126,1.22595,.054719999,.71815002,.080360003,1.35804,.0482,.78126001,.086580001,1.20272,.78697997,-.01932,.087470002,-.12914,.0072699999,.53523999,.99943,.085759997
291200,Brevard College,28712,37175,119,1.2243,.050790001,1.1659,.068389997,1.3653899,.044829998,1.16646,.064549997,1.18536,1.13789,-.032850001,-.02461,-.15188,-.025110001,.47635999,.99997002,.094769999
291300,Campbell University,27506,37085,920,1.44745,.02777,1.2787,.03568,1.59764,.02232,1.31542,.032790001,1.39756,1.26096,-.035700001,-.01407,-.14317,-.043189999,.28156,.9971,.051259998
291400,Catawba College,28144,37159,194,1.37059,.041069999,1.20972,.049800001,1.53246,.032480001,1.24945,.046950001,1.3294899,1.1921,-.030920001,-.01478,-.15267,-.048110001,.43794,.99997002,.071719997
291500,Central Piedmont Community College,28204,37119,2348.333333333333,.91768003,.02228,.78522003,.029890001,1.25433,.02024,1.04489,.031440001,1.02167,.89304,.10178,.12074,-.22772001,-.17003,.15783,.94804001,.038320001
291600,Chowan University,27855,37091,,1.14948,.040739998,.90445,.055339999,1.3069299,.03706,.96337998,.05528,1.10612,.85987002,-.0392,-.05184,-.18154,-.12038,.43046001,.99879003,.027389999
291700,College of the Albemarle,27906,37139,349.3333333333333,.56357998,.034279998,.74044001,.04806,.73013002,.038120002,.80953002,.050450001,.62225997,.76042002,.094300002,.02627,-.17336001,-.064580001,.29813999,.98997003,.046399999
291800,Davidson College,28035,37119,409.3333333333333,1.76077,.0242,1.58597,.035659999,1.86151,.01444,1.6247801,.02929,1.74559,1.59451,-.0086899996,.0053500002,-.066409998,-.018990001,.36725,1,.09787
291900,Davidson County Community College,27360,37057,393,.61537999,.02843,.74147999,.03717,.77015001,.03011,.83392,.038539998,.60176003,.75655001,-.02263,.019920001,-.27982,-.10226,.24302,.97839999,.02758
292000,Duke University,27708,37063,1500,1.71622,.026070001,1.58082,.02537,1.88729,.0077200001,1.6269799,.01712,1.76309,1.52607,.026590001,-.035879999,-.070440002,-.066129997,.2377,.99989998,.08303
292300,East Carolina University,27858,37147,2794.666666666667,1.42687,.0136,1.2767,.016969999,1.60639,.0088999998,1.38955,.01444,1.41994,1.28587,-.0048799999,.0071299998,-.13131,-.080629997,.18828,.98698002,.04324
292600,Elizabeth City State University,27909,37139,334.6666666666667,1.01454,.03173,.72801,.04628,1.14467,.03076,.77592999,.049520001,.95806003,.73607999,-.05895,.01095,-.19476999,-.05415,.35934001,.99825001,.0242
292700,Elon University,27244,37001,946.3333333333334,1.8185199,.01517,1.6559,.02097,1.8848799,.0075599998,1.70722,.0165,1.82251,1.68022,.0021899999,.01447,-.034219999,-.016070001,.26829001,1,.077119999
292800,Fayetteville State University,28301,37051,636.3333333333334,.83691001,.027629999,.74772,.039650001,1.03416,.02853,.78688997,.041590001,.78297001,.73277998,-.068889998,-.02039,-.32080999,-.07384,.28404999,.99071997,.024420001
292900,Gardner-Webb University,28017,37045,308,1.40655,.033519998,1.22209,.040830001,1.56894,.02547,1.27982,.038059998,1.33813,1.18066,-.051130001,-.035089999,-.17248,-.083980002,.33772001,.99614,.04439
293000,Greensboro College,27401,37081,157.6666666666667,1.32771,.056609999,1.20158,.071319997,1.47526,.046909999,1.27203,.063519999,1.28337,1.2145801,-.03455,.0107,-.14951999,-.0473,.46013001,.99756002,.04188
293100,Guilford College,27410,37081,243,1.52219,.038369998,1.2756701,.060479999,1.65854,.02791,1.38493,.053569999,1.49528,1.30093,-.017999999,.01942,-.10918,-.064560004,.40511999,.99943,.13323
293300,High Point University,27268,37081,346.3333333333333,1.73394,.02186,1.61366,.02307,1.80251,.01124,1.64015,.020029999,1.71102,1.60445,-.01339,-.0057399999,-.053470001,-.02225,.30919999,.99858999,.05082
293400,Isothermal Community College,28160,37161,276.6666666666667,.57874,.032359999,.50639999,.039009999,.73119998,.033950001,.54092002,.04394,.56377,.52612001,-.026550001,.03748,-.29697001,-.02813,.29425001,.99791998,.036499999
293600,Johnson C Smith University,28216,37119,,1.22173,.038849998,.93590999,.057709999,1.33866,.035100002,.94494998,.058019999,1.16362,.88155001,-.049940001,-.061670002,-.15042999,-.071929999,.41846001,.99594003,.04738
293900,Lees-McRae College,28604,37011,140.5,1.29591,.049150001,1.09448,.06312,1.4253401,.041620001,1.1673599,.059939999,1.21074,1.08491,-.07034,-.0088200001,-.17724,-.075999998,.44315001,.99861997,.068800002
294100,Lenoir-Rhyne University,28601,37035,219,1.36843,.037489999,1.11562,.046870001,1.5251499,.03036,1.16855,.043639999,1.29237,1.11545,-.05886,-.00015000001,-.18012001,-.047600001,.37717,.99772,.10259
294200,Livingstone College,28144,37159,,.89826,.040589999,.70867002,.05996,1.0391001,.039480001,.72241002,.061519999,.81199002,.64767998,-.10624,-.094159998,-.27969,-.11538,.42993,.99838001,.01692
294300,Louisburg College,27549,37069,,.90073001,.062899999,.83753997,.0854,.99441999,.063060001,.90138,.087339997,.91254002,.89644998,.01294,.065710001,-.089730002,-.0055,.41516,.98689002,.025599999
294400,Mars Hill University,28754,37115,233,1.15149,.04129,.96090001,.052549999,1.37753,.037670001,1.03172,.052730002,1.12758,.95656002,-.021199999,-.0045400001,-.22167,-.078570001,.38444,.99721998,.065250002
294500,Meredith College,27607,37183,366.3333333333333,1.5752,.030309999,1.41705,.043359999,1.67028,.02465,1.43854,.03906,1.55889,1.36791,-.01047,-.035920002,-.071460001,-.051630002,.34118,.99738002,.079769999
294600,Methodist University,28311,37051,401,1.25721,.038959999,1.21075,.048769999,1.4780999,.032170001,1.27395,.044860002,1.24528,1.21264,-.0095800003,.00156,-.18696,-.050560001,.41093001,.99765003,.065240003
294700,Mitchell Community College,28677,37097,337.6666666666667,.62213999,.031470001,.67063999,.03968,.88352001,.03469,.78351003,.043919999,.67058003,.70648003,.072229996,.05074,-.31755,-.10903,.24776,.98512,.04383
294800,Montreat College,28757,37021,,1.43352,.060389999,1.27376,.079499997,1.49959,.052949999,1.26068,.075719997,1.32081,1.20904,-.085340001,-.05353,-.13536,-.042720001,.55541003,.99935001,.083810002
295000,North Carolina Central University,27707,37063,640.6666666666666,1.0921,.02235,.77368999,.032880001,1.23298,.02001,.79543,.033599999,1.00186,.78224999,-.090070002,.01095,-.23068,-.01684,.24676999,.99223,.028899999
295100,North Carolina Wesleyan College,27804,37127,178.3333333333333,1.14609,.052099999,1.07841,.073200002,1.32754,.047669999,1.21235,.064649999,1.08402,1.0589499,-.057259999,-.018379999,-.22465,-.14486,.46855,.99631,.02863
295300,William Peace University,27604,37183,132.3333333333333,1.3789999,.053709999,1.16538,.072729997,1.48283,.047350001,1.1861399,.071529999,1.34682,1.1498801,-.02389,-.01348,-.10098,-.031539999,.46603,.99704999,.090209998
295400,University of North Carolina at Pembroke,28372,37155,553.8333333333334,.98079997,.02355,.89534998,.031640001,1.22314,.02201,.98316997,.03107,.95741999,.89862001,-.024420001,.00364,-.27754,-.094080001,.26231,.99295998,.043389998
295500,Pfeiffer University,28109,37167,129.5,1.35748,.05345,1.12503,.064369999,1.4916101,.045449998,1.10209,.060910001,1.2715,1.10165,-.067620002,-.02122,-.17310999,-.00039999999,.45950001,.99879998,.044879999
295700,Queens University of Charlotte,28274,37119,188.5,1.66747,.033799998,1.36737,.050749999,1.71426,.02592,1.41347,.04465,1.61955,1.35037,-.029589999,-.01258,-.058479998,-.046730001,.39309001,.99918997,.079530001
295800,Rockingham Community College,27375,37157,362,.45684999,.03119,.57273,.042319998,.60868001,.036400001,.66131997,.04758,.45594001,.59595001,-.00199,.038970001,-.33500001,-.10969,.27671999,.99492002,.03167
296000,Salem College,27101,37067,114.3333333333333,1.40284,.046319999,.92794001,.061390001,1.5068901,.040399998,.97276002,.062350001,1.2843,.95927,-.092299998,.03266,-.17332,-.01406,.51235998,.99870998,.1074
296100,Sandhills Community College,28374,37125,542.6666666666666,.66803998,.03025,.77359998,.04002,.91966999,.03266,.85943002,.04267,.68594003,.78771001,.026079999,.01791,-.34075001,-.09104,.2726,.98752999,.042029999
296200,Shaw University,27601,37183,275.5,1.0553,.03884,.66131002,.058200002,1.19394,.038079999,.64644998,.060509998,.94806999,.63501,-.11311,-.041409999,-.25935,-.01802,.37711999,.99302,.02802
296300,Southeastern Baptist Theological Seminary,27587,37183,,,,,,,,,,,,,,,,.45465446,.98489332,.057638381
296400,Southeastern Community College,28472,37047,326,.49656999,.038699999,.75073999,.05576,.71776998,.05119,.81664002,.060400002,.54746997,.69563001,.092979997,-.079209998,-.31106001,-.17395,.34046999,.99507999,.046319999
296800,Saint Augustine's University,27610,37183,253.6666666666667,1.10922,.04408,.74283999,.062859997,1.21766,.041060001,.76134998,.063709997,1.0455199,.74814999,-.060929999,.0071,-.16463999,-.017650001,.42197001,.99773997,.02141
297000,Surry Community College,27017,37171,527,.62753999,.02634,.62348002,.03156,.77350003,.026799999,.67914999,.033659998,.58407998,.63169998,-.0744,.013,-.32429001,-.075120002,.26912999,.99395001,.047699999
297200,North Carolina State University at Raleigh,27695,37183,3984,1.58763,.01297,1.4193,.01692,1.7015899,.0084600002,1.49256,.01359,1.56512,1.40604,-.01438,-.0094299996,-.087190002,-.061530001,.17526001,.98756999,.065109998
297300,Gaston College,28034,37071,723.6666666666666,.63530999,.02368,.80004001,.033130001,.83594,.024839999,.88512999,.033349998,.63748002,.81286001,.00339,.01578,-.31134,-.088909999,.20997,.98395002,.046149999
297400,University of North Carolina at Chapel Hill,27599,37135,3461,1.6759501,.01329,1.4611,.016690001,1.80232,.0066900002,1.5435899,.01243,1.65329,1.4629101,-.01371,.00124,-.09014,-.055149999,.17380001,.99386001,.089170001
297500,University of North Carolina at Charlotte,28223,37119,2126,1.51098,.0165,1.24213,.019719999,1.6779799,.01061,1.34395,.01699,1.5010099,1.25306,-.0066399998,.0087299999,-.1179,-.072530001,.18921,.97570002,.0469
297600,University of North Carolina at Greensboro,27402,37081,1838.666666666667,1.32126,.018540001,1.1612999,.024,1.50314,.01403,1.23955,.021670001,1.2889,1.13966,-.025110001,-.018990001,-.16621999,-.087650001,.18970001,.97605997,.061999999
297800,Wake Forest University,27106,37067,940.6666666666666,1.76024,.01977,1.56747,.02619,1.8702,.0094600003,1.64432,.020819999,1.78136,1.63147,.01185,.03923,-.049880002,-.0078699999,.28654,1,.06261
297900,Warren Wilson College,28778,37021,167,1.50343,.042330001,1.39042,.067230001,1.53459,.035999998,1.42001,.059020001,1.47022,1.3855799,-.02259,-.00349,-.043779999,-.02485,.41780999,.99998999,.31110999
298000,Wayne Community College,27534,37191,562.3333333333334,.6092,.02689,.82941002,.03678,.86544001,.02922,.97922999,.039269999,.62286001,.84043002,.02193,.01311,-.38946,-.16516,.25474,.99036998,.060520001
298100,Western Carolina University,28723,37099,989.3333333333334,1.30389,.01808,1.09421,.02196,1.43554,.01476,1.14556,.02118,1.24099,1.11011,-.050689999,.01432,-.15677001,-.03193,.2157,.99529999,.066239998
298200,Western Piedmont Community College,28655,37023,326.6666666666667,.48372999,.034699999,.65742999,.04293,.62462002,.038139999,.72543001,.0458,.46880001,.64257997,-.031860001,-.02311,-.33238,-.12894,.26589999,.99252999,.057240002
298300,Wilkes Community College,28697,37193,378,.61091,.02792,.65397,.034839999,.76560998,.028860001,.72982001,.037840001,.58348,.65162998,-.046999998,-.0035900001,-.31213999,-.11999,.31887001,.99627,.059300002
298400,University of North Carolina Wilmington,28403,37129,1666.666666666667,1.4941,.01725,1.3788199,.02125,1.64169,.01153,1.4337699,.01763,1.47592,1.36602,-.01232,-.0093700001,-.11231,-.049600001,.18035001,.98789001,.17411999
298500,Wingate University,28174,37179,232,1.45622,.0309,1.16855,.039689999,1.5835299,.025189999,1.2765599,.03644,1.39149,1.1659499,-.046519998,-.00223,-.13801,-.094870001,.35662001,.99943,.051580001
298600,Winston-Salem State University,27110,37067,466.3333333333333,1.01695,.02462,.75847,.035220001,1.25462,.022360001,.78773999,.036120001,.99632001,.71394998,-.0207,-.062350001,-.25926,-.10335,.27623999,.99452001,.02454
298800,Bismarck State College,58506,38015,785.3333333333334,1.62886,.026280001,1.21454,.032329999,1.74305,.016720001,1.26411,.02929,1.61859,1.18811,-.0063499999,-.02225,-.076889999,-.063960001,.23928,.99339998,.043559998
298900,Dickinson State University,58601,38089,343,1.72873,.04219,1.32318,.055890001,1.79763,.02744,1.31862,.050349999,1.67366,1.26074,-.032900002,-.049529999,-.074069999,-.045910001,.35341001,.99682999,.042509999
299000,University of Jamestown,58405,38093,207,1.68182,.041859999,1.25868,.048629999,1.76333,.02585,1.29127,.04696,1.6542799,1.22523,-.016650001,-.0273,-.065920003,-.0539,.41225001,1,.03224
299100,Lake Region State College,58301,38071,242.6666666666667,1.50376,.061020002,1.0898,.081390001,1.5961601,.04651,1.07897,.077550001,1.4170901,1.0409499,-.061159998,-.046920002,-.12636,-.036520001,.37987,.99252999,.049860001
299200,University of Mary,58504,38015,296,1.67353,.03486,1.31924,.042640001,1.80501,.021849999,1.34899,.04008,1.6918,1.31787,.0108,-.00104,-.066919997,-.02361,.31507,.99800003,.039299998
299400,Minot State University,58707,38101,547,1.71794,.032450002,1.38767,.03943,1.80919,.01997,1.4469301,.034109998,1.66649,1.36077,-.03087,-.01977,-.08563,-.063320003,.28704,.99457997,.061099999
299500,Dakota College at Bottineau,58318,38009,135.3333333333333,,,,,,,,,,,,,,,.48216623,.99287021,.041534852
299600,North Dakota State College of Science,58076,38077,726,1.5805399,.031020001,1.04965,.03768,1.67498,.02231,1.0805399,.035939999,1.54722,1.0411,-.021539999,-.0082200002,-.082570001,-.037889998,.26956001,.99259001,.034469999
299700,North Dakota State University-Main Campus,58108,38017,1743,1.73133,.01691,1.31013,.01929,1.81804,.0098099997,1.34855,.01733,1.70988,1.30384,-.01254,-.0048199999,-.063249998,-.034290001,.18855999,.98885,.04662
300500,University of North Dakota,58202,38035,1769.666666666667,1.72682,.01784,1.35984,.020269999,1.81709,.01016,1.40178,.01826,1.7085201,1.3463,-.01071,-.01005,-.063550003,-.041200001,.19611,.99347001,.054540001
300700,Williston State College,58801,38105,170.3333333333333,1.64062,.048930001,1.40114,.068000004,1.7364,.033980001,1.4200701,.05768,1.62793,1.31708,-.0077900002,-.063830003,-.066629998,-.078199998,.40439999,.99602997,.069130003
300800,Valley City State University,58072,38003,147.6666666666667,1.6654,.04036,1.14801,.056439999,1.73402,.028179999,1.1982599,.052949999,1.6065,1.13888,-.036669999,-.0080199996,-.079379998,-.052140001,.41277999,.99752998,.045529999
301100,Art Academy of Cincinnati,45202,39061,,,,,,,,,,,,,,,,.59375805,.99883074,.16110042
301200,Ashland University,44805,39005,461.3333333333333,1.6226701,.02908,1.24547,.034309998,1.72823,.0197,1.2674,.03232,1.55168,1.22386,-.04575,-.017659999,-.11378,-.035580002,.30333999,.99699998,.055849999
301400,Baldwin Wallace University,44017,39035,686.6666666666666,1.55064,.02616,1.35235,.034389999,1.71192,.01822,1.38653,.030859999,1.57163,1.3184201,.01335,-.025739999,-.089270003,-.051660001,.30699,.99654001,.090170003
301600,Bluffton University,45817,39003,202.5,1.63255,.039999999,1.14697,.05271,1.74482,.030069999,1.18898,.048519999,1.60778,1.14878,-.01541,.00158,-.085239999,-.034990001,.44527,.99826998,.085919999
301800,Bowling Green State University-Main Campus,43403,39173,3610.666666666667,1.59838,.01591,1.30428,.01887,1.74045,.0098200003,1.35017,.016519999,1.6032701,1.2821,.0030499999,-.0173,-.085560001,-.053100001,.19592001,.98927999,.065609999
301801,Bowling Green State University-Firelands,44839,39043,,1.046,.05779,.85987002,.066519998,1.3418,.04806,.88103998,.068630002,1.14113,.85833001,.083360001,-.0018,-.17586,-.026459999,.26955,.97245002,.079729997
302300,Capital University,43209,39049,475.3333333333333,1.69785,.028820001,1.36268,.034910001,1.7991,.01763,1.36674,.031739999,1.67325,1.32577,-.0147,-.02784,-.075209998,-.03091,.33941001,.99800003,.093110003
302400,Case Western Reserve University,44106,39035,714.3333333333334,1.6540101,.019479999,1.5351501,.02747,1.76105,.01424,1.55435,.024219999,1.64635,1.50438,-.00465,-.02045,-.069669999,-.033209998,.26947999,.99882001,.090449996
302500,Cedarville University,45314,39057,724.3333333333334,1.72483,.02289,1.5359401,.024529999,1.81609,.01477,1.55899,.022299999,1.7141401,1.53362,-.00624,-.00152,-.05948,-.01654,.22856,.99879003,.069349997
302600,Central State University,45384,39057,266,1.01328,.03201,.67610002,.047370002,1.11856,.03009,.70731002,.049380001,.91552001,.61733001,-.10678,-.095200002,-.22177,-.14576,.35518,.99646002,.035089999
303100,Cleveland Institute of Music,44106,39035,,,,,,,,,,,,,,,,.60294878,1,.096879229
303200,Cleveland State University,44115,39035,1124.666666666667,1.16,.02603,1.02003,.032219999,1.48192,.020199999,1.17287,.02984,1.26508,1.04108,.083059996,.020230001,-.1714,-.12658,.20156001,.95124,.063579999
303300,Mount Saint Joseph University,45233,39061,293,1.64424,.042720001,1.25264,.0537,1.73818,.02902,1.26571,.053350002,1.59409,1.26171,-.031459998,.0071899998,-.090389997,-.0031699999,.35593,.99871999,.068389997
303500,Ohio Dominican University,43219,39049,169.6666666666667,1.59018,.05046,1.23484,.065300003,1.72813,.03317,1.2967,.059440002,1.60973,1.23974,.01215,.0039499998,-.073550001,-.045949999,.38784999,.99080998,.066059999
303600,Franciscan University of Steubenville,43952,39081,357.6666666666667,1.5839601,.029039999,1.4494801,.03703,1.71726,.01983,1.48006,.032389998,1.5544699,1.44271,-.01897,-.0046899999,-.10473,-.02589,.31049001,1,.080799997
303700,The College of Wooster,44691,39169,419.6666666666667,1.68142,.027039999,1.49727,.038350001,1.7809,.01763,1.51227,.0348,1.69282,1.4849401,.00673,-.0082999999,-.052030001,-.0184,.31983,1,.14105
303900,Columbus College of Art and Design,43215,39049,245.5,1.57728,.042300001,1.19989,.05886,1.61902,.032729998,1.23491,.054880001,1.54515,1.1981601,-.02079,-.00145,-.047809999,-.03067,.39342001,.99555999,.13847999
304000,Cuyahoga Community College District,44115,39035,3499.5,.70258999,.018510001,.69910997,.02565,1.20342,.019090001,.92548001,.02812,.87362999,.78114998,.19577999,.10503,-.3775,-.18477,.16137999,.94624001,.04521
304100,Defiance College,43512,39039,152.5,1.51773,.046549998,1.21404,.058109999,1.67501,.034979999,1.20601,.054790001,1.46972,1.1139801,-.03266,-.089830004,-.13968,-.082620002,.44773,.99817002,.046879999
304200,Denison University,43023,39089,499,1.78684,.02318,1.4405299,.03765,1.86206,.01249,1.55558,.02861,1.8047301,1.5292,.0099099996,.05799,-.031769998,-.01725,.35402,.99757999,.11085
304500,The University of Findlay,45840,39063,545.6666666666666,1.61028,.028170001,1.31585,.037530001,1.69686,.02087,1.31504,.034000002,1.56327,1.25991,-.030069999,-.044399999,-.08546,-.043760002,.28518,.99620003,.079750001
304800,Heidelberg University,44883,39147,246.3333333333333,1.55178,.036520001,1.1961,.045230001,1.68217,.02753,1.2391599,.043340001,1.5292799,1.15685,-.01471,-.03393,-.099979997,-.071149997,.43884999,.99835998,.085249998
304900,Hiram College,44234,39133,213.3333333333333,1.54198,.041960001,1.13754,.059670001,1.66187,.03204,1.18722,.057560001,1.5379699,1.12649,-.0026100001,-.0098099997,-.080559999,-.053909998,.40426001,.99950999,.089510001
305000,John Carroll University,44118,39035,761.3333333333334,1.5953,.02503,1.42946,.035440002,1.71346,.018619999,1.45149,.031649999,1.60437,1.42502,.0056500002,-.0031099999,-.067989998,-.01857,.29295999,.9975,.065339997
305100,Kent State University at Kent,44242,39133,5234.333333333333,1.49468,.01544,1.2186199,.01812,1.66276,.0095699998,1.2889,.01581,1.49657,1.20643,.00126,-.0101,-.11104,-.068360001,.19904,.97711998,.069519997
305102,Kent State University at Stark,44720,39151,,1.11524,.051130001,.95712,.062760003,1.40589,.04214,1.01206,.062809996,1.253,.96591997,.10994,.0091000004,-.12203,-.047770001,.21870001,.87221003,.096139997
305103,Kent State University at Tuscarawas,44663,39157,,1.35373,.054979999,.96974999,.068630002,1.4671201,.042720001,1.02703,.066490002,1.3192101,.97938001,-.02616,.0098299999,-.11212,-.04865,.30722001,.98613,.072619997
305107,Kent State University at Salem,44460,39029,,,,,,,,,,,,,,,,.32391128,.92841798,.055717446
